,player_id,bowler,line,length,runs_conceded,ball_bowled,dismissals,economy,bowling_strike_rate,bowling_average
1107,505120,Ashton Agar,ON_THE_STUMPS,SHORT_OF_A_GOOD_LENGTH,165,124,5,7.98,24.8,33.0
1108,550235,Tom Curran,ON_THE_STUMPS,FULL,201,124,14,9.73,8.86,14.36
1109,265564,Wayne Parnell,OUTSIDE_OFFSTUMP,FULL,244,124,10,11.81,12.4,24.4
1110,1203754,Junaid Siddique,OUTSIDE_OFFSTUMP,GOOD_LENGTH,118,124,9,5.71,13.78,13.11
1111,430246,Yuzvendra Chahal,WIDE_OUTSIDE_OFFSTUMP,FULL,248,124,18,12.0,6.89,13.78
1112,974175,Fazalhaq Farooqi,ON_THE_STUMPS,SHORT_OF_A_GOOD_LENGTH,155,124,4,7.5,31.0,38.75
1113,398666,Sean Abbott,OUTSIDE_OFFSTUMP,FULL,199,124,5,9.63,24.8,39.8
1114,719715,Washington Sundar,ON_THE_STUMPS,FULL,172,124,5,8.32,24.8,34.4
1115,1152427,Dunith Wellalage,OUTSIDE_OFFSTUMP,GOOD_LENGTH,115,123,10,5.61,12.3,11.5
1116,4864,Dan Christian,ON_THE_STUMPS,FULL,173,123,8,8.44,15.38,21.62
1117,595921,Curtis Campher,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,156,123,1,7.61,123.0,156.0
1118,806241,Richard Ngarava,OUTSIDE_OFFSTUMP,GOOD_LENGTH,121,123,5,5.9,24.6,24.2
1119,955235,Nuwan Thushara,ON_THE_STUMPS,GOOD_LENGTH,112,123,12,5.46,10.25,9.33
1120,959833,Wes Agar,ON_THE_STUMPS,GOOD_LENGTH,210,123,7,10.24,17.57,30.0
1121,926629,Hasan Mahmud,ON_THE_STUMPS,GOOD_LENGTH,129,123,4,6.29,30.75,32.25
1122,376116,Umesh Yadav,ON_THE_STUMPS,FULL,263,123,6,12.83,20.5,43.83
1123,698343,Eathan Bosch,OUTSIDE_OFFSTUMP,GOOD_LENGTH,119,123,5,5.8,24.6,23.8
1124,47492,Dale Steyn,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,169,123,5,8.24,24.6,33.8
1125,1099379,Gareth Delany,ON_THE_STUMPS,GOOD_LENGTH,115,123,3,5.61,41.0,38.33
1126,547766,Jacob Duffy,OUTSIDE_OFFSTUMP,GOOD_LENGTH,111,122,9,5.46,13.56,12.33
1127,51433,Samuel Badree,OUTSIDE_OFFSTUMP,FULL,211,122,3,10.38,40.67,70.33
1128,364343,Craig Young,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,147,122,4,7.23,30.5,36.75
1129,288992,Chris Jordan,OUTSIDE_OFFSTUMP,FULL_TOSS,204,122,5,10.03,24.4,40.8
1130,1158100,Mohammad Hasnain,OUTSIDE_OFFSTUMP,FULL,218,122,4,10.72,30.5,54.5
1131,391832,Roston Chase,OUTSIDE_OFFSTUMP,FULL,198,122,8,9.74,15.25,24.75
1132,446548,Scott Boland,ON_THE_STUMPS,GOOD_LENGTH,166,122,9,8.16,13.56,18.44
1133,1108490,Waqar Salamkheil,ON_THE_STUMPS,GOOD_LENGTH,105,121,14,5.21,8.64,7.5
1134,5961,Moises Henriques,ON_THE_STUMPS,GOOD_LENGTH,151,121,3,7.49,40.33,50.33
1135,326016,Bhuvneshwar Kumar,WIDE_OUTSIDE_OFFSTUMP,GOOD_LENGTH,179,121,8,8.88,15.12,22.38
1136,430246,Yuzvendra Chahal,DOWN_LEG,FULL,203,121,4,10.07,30.25,50.75
1137,290948,Mohammad Amir,DOWN_LEG,SHORT,207,121,10,10.26,12.1,20.7
1138,232491,Anwar Ali,ON_THE_STUMPS,GOOD_LENGTH,161,121,8,7.98,15.12,20.12
1139,679567,Ben Dwarshuis,ON_THE_STUMPS,FULL,213,121,6,10.56,20.17,35.5
1140,380956,Michael Rippon,ON_THE_STUMPS,GOOD_LENGTH,162,121,4,8.03,30.25,40.5
1141,345825,Chaturanga de Silva,ON_THE_STUMPS,GOOD_LENGTH,138,121,7,6.84,17.29,19.71
1142,32966,Piyush Chawla,ON_THE_STUMPS,SHORT_OF_A_GOOD_LENGTH,161,121,4,7.98,30.25,40.25
1143,1124283,Aaron Hardie,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,165,121,3,8.18,40.33,55.0
1144,932665,Tanvir Islam,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,119,121,5,5.9,24.2,23.8
1145,375126,Hardus Viljoen,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,166,120,5,8.3,24.0,33.2
1146,581160,Khary Pierre,OUTSIDE_OFFSTUMP,FULL,139,120,8,6.95,15.0,17.38
1147,627627,Tom Rogers,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,124,120,6,6.2,20.0,20.67
1148,827051,Blessing Muzarabani,OUTSIDE_OFFSTUMP,FULL,186,120,10,9.3,12.0,18.6
1149,221140,David Wiese,ON_THE_STUMPS,SHORT_OF_A_GOOD_LENGTH,156,120,6,7.8,20.0,26.0
1150,1209110,Basil Hameed,OUTSIDE_OFFSTUMP,GOOD_LENGTH,133,120,8,6.65,15.0,16.62
1151,230559,Kieron Pollard,ON_THE_STUMPS,SHORT_OF_A_GOOD_LENGTH,169,120,5,8.45,24.0,33.8
1152,802575,T Natarajan,ON_THE_STUMPS,FULL,198,120,5,9.9,24.0,39.6
1153,7898,Peter Siddle,OUTSIDE_OFFSTUMP,FULL,155,120,11,7.75,10.91,14.09
1154,459257,Tymal Mills,OUTSIDE_OFFSTUMP,FULL,249,120,7,12.45,17.14,35.57
1155,974175,Fazalhaq Farooqi,ON_THE_STUMPS,FULL,143,120,4,7.15,30.0,35.75
1156,33335,Suresh Raina,OUTSIDE_OFFSTUMP,GOOD_LENGTH,152,120,1,7.6,120.0,152.0
1157,450101,Raymon Reifer,OUTSIDE_OFFSTUMP,GOOD_LENGTH,129,120,5,6.45,24.0,25.8
1158,43590,Wahab Riaz,DOWN_LEG,SHORT_OF_A_GOOD_LENGTH,193,119,2,9.73,59.5,96.5
1159,540316,Andile Phehlukwayo,ON_THE_STUMPS,GOOD_LENGTH,124,119,20,6.25,5.95,6.2
1160,51784,Rayad Emrit,ON_THE_STUMPS,GOOD_LENGTH,133,119,8,6.71,14.88,16.62
1161,44149,Johan Botha,ON_THE_STUMPS,GOOD_LENGTH,119,119,5,6.0,23.8,23.8
1162,940593,Aqib Ilyas,OUTSIDE_OFFSTUMP,GOOD_LENGTH,111,119,6,5.6,19.83,18.5
1163,1158100,Mohammad Hasnain,OUTSIDE_OFFSTUMP,SHORT,229,119,7,11.55,17.0,32.71
1164,43265,Sohail Tanvir,ON_THE_STUMPS,FULL,188,119,5,9.48,23.8,37.6
1165,1168641,Harpreet Brar,ON_THE_STUMPS,FULL,157,119,2,7.92,59.5,78.5
1166,629065,Nihaduzzaman,OUTSIDE_OFFSTUMP,GOOD_LENGTH,108,119,6,5.45,19.83,18.0
1167,927619,Khaled Ahmed,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,156,118,10,7.93,11.8,15.6
1168,319439,Mitchell McClenaghan,ON_THE_STUMPS,FULL,225,118,9,11.44,13.11,25.0
1169,627627,Tom Rogers,ON_THE_STUMPS,GOOD_LENGTH,149,118,6,7.58,19.67,24.83
1170,473191,Richard Gleeson,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,128,118,3,6.51,39.33,42.67
1171,475281,Shardul Thakur,OUTSIDE_OFFSTUMP,SHORT,212,118,5,10.78,23.6,42.4
1172,437316,Dasun Shanaka,ON_THE_STUMPS,GOOD_LENGTH,155,118,7,7.88,16.86,22.14
1173,370040,Jeffrey Vandersay,OUTSIDE_OFFSTUMP,GOOD_LENGTH,136,118,5,6.92,23.6,27.2
1174,26421,Ravichandran Ashwin,DOWN_LEG,GOOD_LENGTH,168,118,4,8.54,29.5,42.0
1175,906783,Obed McCoy,DOWN_LEG,SHORT_OF_A_GOOD_LENGTH,158,118,5,8.03,23.6,31.6
1176,647667,Usama Mir,ON_THE_STUMPS,FULL,192,118,6,9.76,19.67,32.0
1177,1182529,Noor Ahmad,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,139,118,2,7.07,59.0,69.5
1178,917159,Prasidh Krishna,OUTSIDE_OFFSTUMP,FULL,229,118,3,11.64,39.33,76.33
1179,430246,Yuzvendra Chahal,WIDE_OUTSIDE_OFFSTUMP,GOOD_LENGTH,198,117,16,10.15,7.31,12.38
1180,446810,Nazmul Islam,ON_THE_STUMPS,GOOD_LENGTH,143,117,10,7.33,11.7,14.3
1181,355269,James Neesham,ON_THE_STUMPS,SHORT_OF_A_GOOD_LENGTH,159,117,7,8.15,16.71,22.71
1182,44932,Jean-Paul Duminy,OUTSIDE_OFFSTUMP,GOOD_LENGTH,151,117,8,7.74,14.62,18.88
1183,314622,Krishmar Santokie,ON_THE_STUMPS,GOOD_LENGTH,116,117,6,5.95,19.5,19.33
1184,694211,Avesh Khan,OUTSIDE_OFFSTUMP,SHORT,234,117,8,12.0,14.62,29.25
1185,211748,Benny Howell,OUTSIDE_OFFSTUMP,FULL,122,117,7,6.26,16.71,17.43
1186,1193548,Tim Pringle,OUTSIDE_OFFSTUMP,GOOD_LENGTH,140,117,7,7.18,16.71,20.0
1187,55395,Colin de Grandhomme,ON_THE_STUMPS,GOOD_LENGTH,181,117,5,9.28,23.4,36.2
1188,376169,Michael Neser,ON_THE_STUMPS,FULL,178,117,6,9.13,19.5,29.67
1189,280490,JJ Smuts,OUTSIDE_OFFSTUMP,GOOD_LENGTH,113,116,5,5.84,23.2,22.6
1190,677077,Romario Shepherd,ON_THE_STUMPS,FULL,209,116,11,10.81,10.55,19.0
1191,1012131,Rakibul Hasan,OUTSIDE_OFFSTUMP,GOOD_LENGTH,123,116,3,6.36,38.67,41.0
1192,270484,James Faulkner,ON_THE_STUMPS,SHORT_OF_A_GOOD_LENGTH,143,116,4,7.4,29.0,35.75
1193,450860,Adam Milne,OUTSIDE_OFFSTUMP,SHORT,211,116,8,10.91,14.5,26.38
1194,425639,Tendai Chatara,OUTSIDE_OFFSTUMP,GOOD_LENGTH,116,116,5,6.0,23.2,23.2
1195,1123718,Spencer Johnson,ON_THE_STUMPS,GOOD_LENGTH,110,116,7,5.69,16.57,15.71
1196,931603,Brendan Doggett,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,151,116,3,7.81,38.67,50.33
1197,553249,Bjorn Fortuin,ON_THE_STUMPS,FULL,124,116,5,6.41,23.2,24.8
1198,267724,Keshav Maharaj,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,164,115,4,8.56,28.75,41.0
1199,459257,Tymal Mills,OUTSIDE_OFFSTUMP,SHORT,199,115,13,10.38,8.85,15.31
1200,793447,Naveen-ul-Haq,ON_THE_STUMPS,FULL,188,115,4,9.81,28.75,47.0
1201,802575,T Natarajan,ON_THE_STUMPS,SHORT_OF_A_GOOD_LENGTH,130,115,7,6.78,16.43,18.57
1202,533042,Billy Stanlake,OUTSIDE_OFFSTUMP,FULL,202,115,5,10.54,23.0,40.4
1203,931603,Brendan Doggett,ON_THE_STUMPS,GOOD_LENGTH,130,115,9,6.78,12.78,14.44
1204,539548,Scott Kuggeleijn,ON_THE_STUMPS,GOOD_LENGTH,126,115,9,6.57,12.78,14.0
1205,854909,Blair Tickner,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,160,115,6,8.35,19.17,26.67
1206,211748,Benny Howell,ON_THE_STUMPS,FULL,153,115,10,7.98,11.5,15.3
1207,1125976,Arshdeep Singh,OUTSIDE_OFFSTUMP,SHORT,207,115,13,10.8,8.85,15.92
1208,526441,Mark Adair,OUTSIDE_OFFSTUMP,FULL,175,114,7,9.21,16.29,25.0
1209,928067,Josh Little,OUTSIDE_OFFSTUMP,FULL,169,114,4,8.89,28.5,42.25
1210,493773,Lockie Ferguson,ON_THE_STUMPS,FULL,166,114,8,8.74,14.25,20.75
1211,52912,Ravi Rampaul,OUTSIDE_OFFSTUMP,GOOD_LENGTH,140,114,8,7.37,14.25,17.5
1212,288992,Chris Jordan,WIDE_OUTSIDE_OFFSTUMP,FULL,244,114,7,12.84,16.29,34.86
1213,826901,Daniel Sams,DOWN_LEG,SHORT_OF_A_GOOD_LENGTH,138,114,6,7.26,19.0,23.0
1214,570854,Jack Wildermuth,ON_THE_STUMPS,GOOD_LENGTH,163,114,7,8.58,16.29,23.29
1215,227758,Imad Wasim,DOWN_LEG,GOOD_LENGTH,163,114,4,8.58,28.5,40.75
1216,233514,Thisara Perera,ON_THE_STUMPS,SHORT_OF_A_GOOD_LENGTH,146,114,3,7.68,38.0,48.67
1217,1272475,Zaman Khan,OUTSIDE_OFFSTUMP,FULL,184,114,7,9.68,16.29,26.29
1218,360911,Varun Aaron,OUTSIDE_OFFSTUMP,GOOD_LENGTH,122,114,4,6.42,28.5,30.5
1219,590326,Mitchell Swepson,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,196,114,4,10.32,28.5,49.0
1220,448243,Rumman Raees,OUTSIDE_OFFSTUMP,GOOD_LENGTH,123,114,1,6.47,114.0,123.0
1221,1194795,Matheesha Pathirana,OUTSIDE_OFFSTUMP,GOOD_LENGTH,141,114,4,7.42,28.5,35.25
1222,448243,Rumman Raees,ON_THE_STUMPS,GOOD_LENGTH,140,114,9,7.37,12.67,15.56
1223,447261,Deepak Chahar,ON_THE_STUMPS,FULL,191,114,6,10.05,19.0,31.83
1224,33335,Suresh Raina,ON_THE_STUMPS,GOOD_LENGTH,122,114,5,6.42,22.8,24.4
1225,527663,Jagadeesha Suchith,OUTSIDE_OFFSTUMP,GOOD_LENGTH,142,114,5,7.47,22.8,28.4
1226,30732,Praveen Kumar,ON_THE_STUMPS,GOOD_LENGTH,127,113,4,6.74,28.25,31.75
1227,230558,Sunil Narine,DOWN_LEG,FULL,144,113,2,7.65,56.5,72.0
1228,228622,John Hastings,OUTSIDE_OFFSTUMP,GOOD_LENGTH,118,113,3,6.27,37.67,39.33
1229,47850,Roelof van der Merwe,ON_THE_STUMPS,FULL,128,113,5,6.8,22.6,25.6
1230,317252,Sohail Khan,OUTSIDE_OFFSTUMP,GOOD_LENGTH,130,113,2,6.9,56.5,65.0
1231,781705,Salman Irshad,ON_THE_STUMPS,GOOD_LENGTH,144,113,4,7.65,28.25,36.0
1232,659081,Mark Watt,ON_THE_STUMPS,GOOD_LENGTH,106,113,5,5.63,22.6,21.2
1233,351588,Mark Wood,OUTSIDE_OFFSTUMP,GOOD_LENGTH,120,113,7,6.37,16.14,17.14
1234,310107,Danny Briggs,ON_THE_STUMPS,GOOD_LENGTH,150,113,4,7.96,28.25,37.5
1235,774223,Jhye Richardson,ON_THE_STUMPS,FULL,187,113,10,9.93,11.3,18.7
1236,276298,Andre Russell,DOWN_LEG,SHORT,277,113,5,14.71,22.6,55.4
1237,56025,Mahmudullah,OUTSIDE_OFFSTUMP,FULL,136,113,6,7.22,18.83,22.67
1238,215152,Jackson Bird,ON_THE_STUMPS,SHORT_OF_A_GOOD_LENGTH,117,113,10,6.21,11.3,11.7
1239,662973,Sam Curran,OUTSIDE_OFFSTUMP,SHORT,188,113,13,9.98,8.69,14.46
1240,450860,Adam Milne,ON_THE_STUMPS,SHORT_OF_A_GOOD_LENGTH,124,113,3,6.58,37.67,41.33
1241,625960,Kyle Jamieson,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,122,112,4,6.54,28.0,30.5
1242,1272475,Zaman Khan,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,128,112,2,6.86,56.0,64.0
1243,6033,Mitchell Johnson,OUTSIDE_OFFSTUMP,GOOD_LENGTH,128,112,3,6.86,37.33,42.67
1244,541224,Luke Jongwe,OUTSIDE_OFFSTUMP,FULL,159,112,6,8.52,18.67,26.5
1245,326016,Bhuvneshwar Kumar,ON_THE_STUMPS,YORKER,88,112,11,4.71,10.18,8.0
1246,555855,Harry Conway,OUTSIDE_OFFSTUMP,GOOD_LENGTH,127,112,5,6.8,22.4,25.4
1247,696401,Marco Jansen,ON_THE_STUMPS,SHORT_OF_A_GOOD_LENGTH,142,112,5,7.61,22.4,28.4
1248,826901,Daniel Sams,OUTSIDE_OFFSTUMP,SHORT,224,112,5,12.0,22.4,44.8
1249,43590,Wahab Riaz,OUTSIDE_OFFSTUMP,SHORT,191,112,5,10.23,22.4,38.2
1250,269332,Muktar Ali,OUTSIDE_OFFSTUMP,GOOD_LENGTH,160,112,6,8.57,18.67,26.67
1251,43590,Wahab Riaz,ON_THE_STUMPS,SHORT,171,112,7,9.16,16.0,24.43
1252,390481,Harshal Patel,ON_THE_STUMPS,FULL_TOSS,204,112,14,10.93,8.0,14.57
1253,1159711,Shahbaz Ahmed,OUTSIDE_OFFSTUMP,GOOD_LENGTH,153,112,6,8.2,18.67,25.5
1254,376169,Michael Neser,OUTSIDE_OFFSTUMP,FULL,175,111,6,9.46,18.5,29.17
1255,26907,Rajat Bhatia,ON_THE_STUMPS,GOOD_LENGTH,107,111,4,5.78,27.75,26.75
1256,495964,Ryan Burl,ON_THE_STUMPS,GOOD_LENGTH,91,111,10,4.92,11.1,9.1
1257,1072470,Shaheen Shah Afridi,ON_THE_STUMPS,FULL_TOSS,163,111,10,8.81,11.1,16.3
1258,1246528,Umran Malik,OUTSIDE_OFFSTUMP,GOOD_LENGTH,168,111,7,9.08,15.86,24.0
1259,290632,Sreenath Aravind,OUTSIDE_OFFSTUMP,GOOD_LENGTH,115,111,10,6.22,11.1,11.5
1260,906749,Dominic Drakes,ON_THE_STUMPS,GOOD_LENGTH,139,111,4,7.51,27.75,34.75
1261,901157,Arjun Nair,ON_THE_STUMPS,GOOD_LENGTH,143,111,4,7.73,27.75,35.75
1262,1131754,Chetan Sakariya,OUTSIDE_OFFSTUMP,GOOD_LENGTH,105,111,3,5.68,37.0,35.0
1263,402992,Shuvagata Hom,OUTSIDE_OFFSTUMP,GOOD_LENGTH,108,111,8,5.84,13.88,13.5
1264,49764,Angelo Mathews,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,113,111,9,6.11,12.33,12.56
1265,227758,Imad Wasim,WIDE_OUTSIDE_OFFSTUMP,GOOD_LENGTH,106,111,5,5.73,22.2,21.2
1266,625371,Hardik Pandya,ON_THE_STUMPS,FULL,178,111,4,9.62,27.75,44.5
1267,499660,Gurinder Sandhu,ON_THE_STUMPS,GOOD_LENGTH,122,111,5,6.59,22.2,24.4
1268,43590,Wahab Riaz,DOWN_LEG,SHORT,215,110,8,11.73,13.75,26.88
1269,314622,Krishmar Santokie,OUTSIDE_OFFSTUMP,FULL,169,110,6,9.22,18.33,28.17
1270,591650,Ankit Rajpoot,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,168,110,2,9.16,55.0,84.0
1271,391485,Jason Holder,OUTSIDE_OFFSTUMP,FULL_TOSS,207,110,2,11.29,55.0,103.5
1272,267724,Keshav Maharaj,ON_THE_STUMPS,FULL,112,110,14,6.11,7.86,8.0
1273,694211,Avesh Khan,ON_THE_STUMPS,SHORT_OF_A_GOOD_LENGTH,163,110,6,8.89,18.33,27.17
1274,297583,Kyle Abbott,OUTSIDE_OFFSTUMP,GOOD_LENGTH,129,110,3,7.04,36.67,43.0
1275,232364,Tim Southee,ON_THE_STUMPS,SHORT,234,110,11,12.76,10.0,21.27
1276,232364,Tim Southee,OUTSIDE_OFFSTUMP,SHORT,227,110,7,12.38,15.71,32.43
1277,327830,Dwaine Pretorius,ON_THE_STUMPS,FULL,184,110,8,10.04,13.75,23.0
1278,375724,Kamrul Islam,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,146,110,9,7.96,12.22,16.22
1279,29264,Harbhajan Singh,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,140,109,4,7.71,27.25,35.0
1280,326016,Bhuvneshwar Kumar,OUTSIDE_OFFSTUMP,SHORT,225,109,12,12.39,9.08,18.75
1281,819429,Azmatullah Omarzai,OUTSIDE_OFFSTUMP,FULL,169,109,6,9.3,18.17,28.17
1282,820691,Odean Smith,OUTSIDE_OFFSTUMP,FULL,174,109,4,9.58,27.25,43.5
1283,51439,Dwayne Bravo,DOWN_LEG,FULL,157,109,3,8.64,36.33,52.33
1284,700167,Navdeep Saini,OUTSIDE_OFFSTUMP,FULL,195,109,2,10.73,54.5,97.5
1285,364343,Craig Young,ON_THE_STUMPS,GOOD_LENGTH,111,109,6,6.11,18.17,18.5
1286,300618,Nasir Hossain,ON_THE_STUMPS,GOOD_LENGTH,122,109,7,6.72,15.57,17.43
1287,625960,Kyle Jamieson,OUTSIDE_OFFSTUMP,GOOD_LENGTH,131,109,5,7.21,21.8,26.2
1288,552152,Dushmantha Chameera,ON_THE_STUMPS,FULL,213,109,3,11.72,36.33,71.0
1289,545467,Junior Dala,OUTSIDE_OFFSTUMP,GOOD_LENGTH,135,108,9,7.5,12.0,15.0
1290,326016,Bhuvneshwar Kumar,DOWN_LEG,SHORT_OF_A_GOOD_LENGTH,133,108,2,7.39,54.0,66.5
1291,25913,Mohammad Nabi,ON_THE_STUMPS,SHORT_OF_A_GOOD_LENGTH,146,108,6,8.11,18.0,24.33
1292,272262,Kane Richardson,OUTSIDE_OFFSTUMP,SHORT,224,108,10,12.44,10.8,22.4
1293,1081442,Mayank Markande,OUTSIDE_OFFSTUMP,FULL,214,108,2,11.89,54.0,107.0
1294,971349,Nandre Burger,OUTSIDE_OFFSTUMP,GOOD_LENGTH,123,108,3,6.83,36.0,41.0
1295,555853,Mark Steketee,ON_THE_STUMPS,SHORT_OF_A_GOOD_LENGTH,162,108,4,9.0,27.0,40.5
1296,1209190,Matthew Forde,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,109,108,7,6.06,15.43,15.57
1297,499594,Kasun Rajitha,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,116,108,6,6.44,18.0,19.33
1298,914171,Qais Ahmad,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,164,108,4,9.11,27.0,41.0
1299,42639,Shahid Afridi,ON_THE_STUMPS,FULL,162,108,6,9.0,18.0,27.0
1300,290727,Rishi Dhawan,OUTSIDE_OFFSTUMP,GOOD_LENGTH,122,108,4,6.78,27.0,30.5
1301,533042,Billy Stanlake,ON_THE_STUMPS,SHORT_OF_A_GOOD_LENGTH,165,108,9,9.17,12.0,18.33
1302,265564,Wayne Parnell,ON_THE_STUMPS,FULL,201,108,8,11.17,13.5,25.12
1303,917159,Prasidh Krishna,ON_THE_STUMPS,SHORT_OF_A_GOOD_LENGTH,167,107,2,9.36,53.5,83.5
1304,317252,Sohail Khan,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,162,107,2,9.08,53.5,81.0
1305,696401,Marco Jansen,OUTSIDE_OFFSTUMP,FULL,157,107,7,8.8,15.29,22.43
1306,43265,Sohail Tanvir,DOWN_LEG,GOOD_LENGTH,153,107,4,8.58,26.75,38.25
1307,1170471,Tanveer Sangha,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,143,107,6,8.02,17.83,23.83
1308,897549,Will Jacks,OUTSIDE_OFFSTUMP,GOOD_LENGTH,103,107,8,5.78,13.38,12.88
1309,330902,Mustafizur Rahman,OUTSIDE_OFFSTUMP,SHORT,184,107,7,10.32,15.29,26.29
1310,402245,Amir Hamza,ON_THE_STUMPS,GOOD_LENGTH,89,107,6,4.99,17.83,14.83
1311,450075,Kesrick Williams,OUTSIDE_OFFSTUMP,SHORT,206,107,10,11.55,10.7,20.6
1312,677081,Keemo Paul,ON_THE_STUMPS,FULL,144,107,4,8.07,26.75,36.0
1313,325012,Marcus Stoinis,ON_THE_STUMPS,FULL,200,107,4,11.21,26.75,50.0
1314,277912,Trent Boult,ON_THE_STUMPS,SHORT,222,107,8,12.45,13.38,27.75
1315,550235,Tom Curran,OUTSIDE_OFFSTUMP,SHORT,170,106,11,9.62,9.64,15.45
1316,362710,David Payne,OUTSIDE_OFFSTUMP,GOOD_LENGTH,120,106,6,6.79,17.67,20.0
1317,272385,Josh Lalor,ON_THE_STUMPS,SHORT_OF_A_GOOD_LENGTH,159,106,6,9.0,17.67,26.5
1318,937953,Bilal Khan,ON_THE_STUMPS,GOOD_LENGTH,111,106,4,6.28,26.5,27.75
1319,437316,Dasun Shanaka,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,141,106,2,7.98,53.0,70.5
1320,403902,Liam Livingstone,OUTSIDE_OFFSTUMP,FULL,154,106,8,8.72,13.25,19.25
1321,914567,Oshane Thomas,ON_THE_STUMPS,GOOD_LENGTH,143,106,9,8.09,11.78,15.89
1322,319439,Mitchell McClenaghan,DOWN_LEG,SHORT,225,106,12,12.74,8.83,18.75
1323,698343,Eathan Bosch,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,129,106,4,7.3,26.5,32.25
1324,917159,Prasidh Krishna,ON_THE_STUMPS,GOOD_LENGTH,132,106,1,7.47,106.0,132.0
1325,443263,Hayden Walsh,ON_THE_STUMPS,FULL,129,106,8,7.3,13.25,16.12
1326,574178,Akila Dananjaya,OUTSIDE_OFFSTUMP,FULL,188,106,3,10.64,35.33,62.67
1327,42657,Shoaib Malik,OUTSIDE_OFFSTUMP,FULL,194,106,4,10.98,26.5,48.5
1328,537126,Barinder Sran,OUTSIDE_OFFSTUMP,GOOD_LENGTH,138,105,5,7.89,21.0,27.6
1329,311592,Mitchell Starc,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,116,105,5,6.63,21.0,23.2
1330,629070,Mohammad Saifuddin,ON_THE_STUMPS,FULL,143,105,9,8.17,11.67,15.89
1331,348056,Kyle Mayers,OUTSIDE_OFFSTUMP,FULL,175,105,6,10.0,17.5,29.17
1332,436677,Soumya Sarkar,ON_THE_STUMPS,GOOD_LENGTH,156,105,7,8.91,15.0,22.29
1333,323244,Rahat Ali,OUTSIDE_OFFSTUMP,GOOD_LENGTH,116,105,7,6.63,15.0,16.57
1334,51439,Dwayne Bravo,DOWN_LEG,GOOD_LENGTH,148,105,10,8.46,10.5,14.8
1335,623695,Chamika Karunaratne,ON_THE_STUMPS,GOOD_LENGTH,107,105,5,6.11,21.0,21.4
1336,7069,Steve O'Keefe,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,111,105,3,6.34,35.0,37.0
1337,380956,Michael Rippon,OUTSIDE_OFFSTUMP,GOOD_LENGTH,122,105,5,6.97,21.0,24.4
1338,450075,Kesrick Williams,ON_THE_STUMPS,SHORT_OF_A_GOOD_LENGTH,124,105,2,7.09,52.5,62.0
1339,629070,Mohammad Saifuddin,ON_THE_STUMPS,SHORT_OF_A_GOOD_LENGTH,151,104,8,8.71,13.0,18.88
1340,528067,Murugan Ashwin,OUTSIDE_OFFSTUMP,FULL,177,104,4,10.21,26.0,44.25
1341,914567,Oshane Thomas,OUTSIDE_OFFSTUMP,SHORT,195,104,8,11.25,13.0,24.38
1342,221140,David Wiese,OUTSIDE_OFFSTUMP,SHORT,231,104,6,13.33,17.33,38.5
1343,709675,James Bazley,OUTSIDE_OFFSTUMP,GOOD_LENGTH,113,104,7,6.52,14.86,16.14
1344,324358,Nuwan Pradeep,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,152,104,6,8.77,17.33,25.33
