,player_id,batsman,line,length,runs_scored,balls_faced,dismissals,batting_average,batting_strike_rate,Country
1655,56025,Mahmudullah,OUTSIDE_OFFSTUMP,SHORT,148,79,4,37.0,187.34,Bangladesh
1656,532856,Manan Vohra,ON_THE_STUMPS,GOOD_LENGTH,80,79,6,13.33,101.27,India
1657,494581,Rahkeem Cornwall,OUTSIDE_OFFSTUMP,FULL,168,79,3,56.0,212.66,West Indies
1658,6161,Michael Klinger,ON_THE_STUMPS,GOOD_LENGTH,75,79,1,75.0,94.94,Australia
1659,232359,Colin Munro,WIDE_OUTSIDE_OFFSTUMP,FULL,163,79,6,27.17,206.33,New Zealand
1660,232359,Colin Munro,DOWN_LEG,SHORT,148,79,2,74.0,187.34,New Zealand
1661,323389,Mohammad Rizwan,WIDE_OUTSIDE_OFFSTUMP,FULL,116,79,5,23.2,146.84,Pakistan
1662,259410,Ahmed Shehzad,ON_THE_STUMPS,FULL,98,79,3,32.67,124.05,Pakistan
1663,721867,Jitesh Sharma,ON_THE_STUMPS,GOOD_LENGTH,61,79,7,8.71,77.22,India
1664,1070665,Dewald Brevis,OUTSIDE_OFFSTUMP,FULL,188,79,7,26.86,237.97,South Africa
1665,823703,Rajat Patidar,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,100,79,2,50.0,126.58,India
1666,772361,Sam Harper,ON_THE_STUMPS,SHORT_OF_A_GOOD_LENGTH,90,79,10,9.0,113.92,Australia
1667,723105,Rinku Singh,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,112,79,2,56.0,141.77,India
1668,450101,Raymon Reifer,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,83,79,3,27.67,105.06,West Indies
1669,537319,Kennar Lewis,OUTSIDE_OFFSTUMP,FULL,158,79,6,26.33,200.0,West Indies
1670,633660,Virandeep Singh,OUTSIDE_OFFSTUMP,GOOD_LENGTH,68,79,4,17.0,86.08,Malaysia
1671,402992,Shuvagata Hom,ON_THE_STUMPS,GOOD_LENGTH,104,79,6,17.33,131.65,Bangladesh
1672,253802,Virat Kohli,ON_THE_STUMPS,SHORT,157,79,3,52.33,198.73,India
1673,555850,Sam Hain,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,78,79,3,26.0,98.73,England
1674,35565,Manoj Tiwary,OUTSIDE_OFFSTUMP,GOOD_LENGTH,76,79,3,25.33,96.2,India
1675,379143,Quinton de Kock,WIDE_OUTSIDE_OFFSTUMP,FULL,147,79,3,49.0,186.08,South Africa
1676,253802,Virat Kohli,DOWN_LEG,FULL,109,79,3,36.33,137.97,India
1677,938959,Wessley Madhevere,OUTSIDE_OFFSTUMP,GOOD_LENGTH,76,78,6,12.67,97.44,Zimbabwe
1678,961407,Harry Tector,ON_THE_STUMPS,FULL,95,78,6,15.83,121.79,Ireland
1679,43265,Sohail Tanvir,OUTSIDE_OFFSTUMP,GOOD_LENGTH,67,78,4,16.75,85.9,Pakistan
1680,974087,Rahmanullah Gurbaz,OUTSIDE_OFFSTUMP,SHORT,204,78,5,40.8,261.54,Afghanistan
1681,629076,Sadeera Samarawickrama,OUTSIDE_OFFSTUMP,FULL,104,78,1,104.0,133.33,Sri Lanka
1682,1112537,Jordan Cox,ON_THE_STUMPS,FULL,133,78,8,16.62,170.51,England
1683,1168049,Jake Fraser-McGurk,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,91,78,1,91.0,116.67,Australia
1684,623636,Kamran Ghulam,OUTSIDE_OFFSTUMP,GOOD_LENGTH,74,78,2,37.0,94.87,Pakistan
1685,7502,Luke Ronchi,OUTSIDE_OFFSTUMP,FULL,116,78,6,19.33,148.72,New Zealand
1686,723105,Rinku Singh,ON_THE_STUMPS,FULL,141,78,1,141.0,180.77,India
1687,38699,Ross Taylor,ON_THE_STUMPS,FULL,83,78,4,20.75,106.41,New Zealand
1688,595921,Curtis Campher,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,104,78,5,20.8,133.33,Ireland
1689,230193,Matthew Wade,DOWN_LEG,GOOD_LENGTH,107,78,2,53.5,137.18,Australia
1690,642525,Sarfaraz Khan,ON_THE_STUMPS,GOOD_LENGTH,98,78,4,24.5,125.64,India
1691,928057,Lorcan Tucker,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,91,78,1,91.0,116.67,Ireland
1692,532424,Sohail Akhtar,ON_THE_STUMPS,GOOD_LENGTH,80,78,4,20.0,102.56,Pakistan
1693,429886,Wihan Lubbe,ON_THE_STUMPS,GOOD_LENGTH,78,77,3,26.0,101.3,South Africa
1694,723105,Rinku Singh,ON_THE_STUMPS,SHORT_OF_A_GOOD_LENGTH,92,77,2,46.0,119.48,India
1695,348146,Ahsan Ali,ON_THE_STUMPS,GOOD_LENGTH,66,77,4,16.5,85.71,Pakistan
1696,605661,Ryan Rickelton,ON_THE_STUMPS,GOOD_LENGTH,98,77,4,24.5,127.27,South Africa
1697,325026,Glenn Maxwell,DOWN_LEG,FULL,160,77,4,40.0,207.79,Australia
1698,497121,Deepak Hooda,ON_THE_STUMPS,SHORT_OF_A_GOOD_LENGTH,104,77,5,20.8,135.06,India
1699,940593,Aqib Ilyas,OUTSIDE_OFFSTUMP,GOOD_LENGTH,83,77,1,83.0,107.79,Oman
1700,956319,Ayaan Khan,OUTSIDE_OFFSTUMP,GOOD_LENGTH,89,77,7,12.71,115.58,Oman
1701,641423,Dan Lawrence,OUTSIDE_OFFSTUMP,GOOD_LENGTH,89,77,2,44.5,115.58,England
1702,1205559,Mohammad Haris,ON_THE_STUMPS,FULL,129,77,7,18.43,167.53,Pakistan
1703,681117,Faheem Ashraf,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,99,77,7,14.14,128.57,Pakistan
1704,505110,Kurtis Patterson,ON_THE_STUMPS,SHORT_OF_A_GOOD_LENGTH,84,77,7,12.0,109.09,Australia
1705,559062,Nick Kelly,ON_THE_STUMPS,GOOD_LENGTH,76,77,2,38.0,98.7,New Zealand
1706,446507,Suryakumar Yadav,ON_THE_STUMPS,FULL_TOSS,170,77,5,34.0,220.78,India
1707,530811,Chandrapaul Hemraj,ON_THE_STUMPS,SHORT_OF_A_GOOD_LENGTH,116,77,5,23.2,150.65,West Indies
1708,853265,Mahipal Lomror,OUTSIDE_OFFSTUMP,GOOD_LENGTH,77,77,5,15.4,100.0,India
1709,35582,Robin Uthappa,ON_THE_STUMPS,SHORT_OF_A_GOOD_LENGTH,88,77,6,14.67,114.29,India
1710,721867,Jitesh Sharma,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,108,77,6,18.0,140.26,India
1711,539511,Henry Nicholls,ON_THE_STUMPS,GOOD_LENGTH,82,77,1,82.0,106.49,New Zealand
1712,502714,Mitchell Santner,ON_THE_STUMPS,SHORT_OF_A_GOOD_LENGTH,86,76,5,17.2,113.16,New Zealand
1713,550235,Tom Curran,ON_THE_STUMPS,GOOD_LENGTH,85,76,7,12.14,111.84,England
1714,325026,Glenn Maxwell,ON_THE_STUMPS,FULL_TOSS,153,76,5,30.6,201.32,Australia
1715,318340,Noor Ali Zadran,OUTSIDE_OFFSTUMP,GOOD_LENGTH,58,76,3,19.33,76.32,Afghanistan
1716,10582,Ravi Bopara,ON_THE_STUMPS,FULL,87,76,6,14.5,114.47,England
1717,226492,Martin Guptill,WIDE_OUTSIDE_OFFSTUMP,GOOD_LENGTH,93,76,4,23.25,122.37,New Zealand
1718,670025,Shimron Hetmyer,WIDE_OUTSIDE_OFFSTUMP,FULL,153,76,5,30.6,201.32,West Indies
1719,43906,Hashim Amla,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,117,76,2,58.5,153.95,South Africa
1720,230558,Sunil Narine,OUTSIDE_OFFSTUMP,SHORT,125,76,5,25.0,164.47,West Indies
1721,277916,Ajinkya Rahane,OUTSIDE_OFFSTUMP,SHORT,168,76,4,42.0,221.05,India
1722,1159711,Shahbaz Ahmed,ON_THE_STUMPS,GOOD_LENGTH,56,76,8,7.0,73.68,India
1723,43906,Hashim Amla,WIDE_OUTSIDE_OFFSTUMP,GOOD_LENGTH,106,76,1,106.0,139.47,South Africa
1724,500268,Ashton Turner,ON_THE_STUMPS,SHORT_OF_A_GOOD_LENGTH,106,76,4,26.5,139.47,Australia
1725,784367,Charith Asalanka,ON_THE_STUMPS,FULL,112,76,5,22.4,147.37,Sri Lanka
1726,422108,KL Rahul,WIDE_OUTSIDE_OFFSTUMP,FULL,165,76,7,23.57,217.11,India
1727,1137283,Thomas Rogers,OUTSIDE_OFFSTUMP,GOOD_LENGTH,81,76,2,40.5,106.58,Australia
1728,300628,Dinesh Chandimal,ON_THE_STUMPS,SHORT_OF_A_GOOD_LENGTH,88,76,3,29.33,115.79,Sri Lanka
1729,959767,Rachin Ravindra,ON_THE_STUMPS,GOOD_LENGTH,101,76,8,12.62,132.89,New Zealand
1730,44936,AB de Villiers,WIDE_OUTSIDE_OFFSTUMP,GOOD_LENGTH,115,76,4,28.75,151.32,South Africa
1731,1137262,Azam Khan,OUTSIDE_OFFSTUMP,SHORT,160,75,4,40.0,213.33,Pakistan
1732,439952,Chris Morris,ON_THE_STUMPS,GOOD_LENGTH,106,75,7,15.14,141.33,South Africa
1733,333066,Johnson Charles,WIDE_OUTSIDE_OFFSTUMP,GOOD_LENGTH,117,75,4,29.25,156.0,West Indies
1734,505120,Ashton Agar,OUTSIDE_OFFSTUMP,FULL,109,75,2,54.5,145.33,Australia
1735,379143,Quinton de Kock,OUTSIDE_OFFSTUMP,SHORT,144,75,3,48.0,192.0,South Africa
1736,5334,Aaron Finch,DOWN_LEG,GOOD_LENGTH,81,75,3,27.0,108.0,Australia
1737,494230,Asif Ali,ON_THE_STUMPS,SHORT_OF_A_GOOD_LENGTH,97,75,6,16.17,129.33,Pakistan
1738,248920,Devon Thomas,ON_THE_STUMPS,GOOD_LENGTH,43,75,4,10.75,57.33,West Indies
1739,539511,Henry Nicholls,OUTSIDE_OFFSTUMP,GOOD_LENGTH,71,75,4,17.75,94.67,New Zealand
1740,1159711,Shahbaz Ahmed,OUTSIDE_OFFSTUMP,GOOD_LENGTH,67,75,3,22.33,89.33,India
1741,1209110,Basil Hameed,OUTSIDE_OFFSTUMP,GOOD_LENGTH,68,75,4,17.0,90.67,United Arab Emirates
1742,261354,Nathan Coulter-Nile,OUTSIDE_OFFSTUMP,GOOD_LENGTH,83,75,9,9.22,110.67,Australia
1743,631668,Stephen Eskinazi,OUTSIDE_OFFSTUMP,GOOD_LENGTH,86,75,7,12.29,114.67,England
1744,316102,Craig Williams,OUTSIDE_OFFSTUMP,GOOD_LENGTH,78,75,3,26.0,104.0,Namibia
1745,670035,Brandon King,OUTSIDE_OFFSTUMP,SHORT,137,75,9,15.22,182.67,West Indies
1746,422965,Shehan Jayasuriya,ON_THE_STUMPS,GOOD_LENGTH,84,75,5,16.8,112.0,United States of America
1747,28763,Gautam Gambhir,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,58,75,1,58.0,77.33,India
1748,5334,Aaron Finch,WIDE_OUTSIDE_OFFSTUMP,GOOD_LENGTH,80,75,3,26.67,106.67,Australia
1749,219889,David Warner,WIDE_OUTSIDE_OFFSTUMP,FULL,125,75,3,41.67,166.67,Australia
1750,628240,Hussain Talat,ON_THE_STUMPS,SHORT_OF_A_GOOD_LENGTH,81,75,3,27.0,108.0,Pakistan
1751,226492,Martin Guptill,DOWN_LEG,GOOD_LENGTH,83,75,2,41.5,110.67,New Zealand
1752,1123428,Usman Khan,ON_THE_STUMPS,FULL,132,75,1,132.0,176.0,Pakistan
1753,236489,Dawid Malan,DOWN_LEG,GOOD_LENGTH,82,74,1,82.0,110.81,England
1754,1124283,Aaron Hardie,ON_THE_STUMPS,FULL,85,74,4,21.25,114.86,Australia
1755,820691,Odean Smith,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,72,74,5,14.4,97.3,West Indies
1756,321777,David Miller,OUTSIDE_OFFSTUMP,FULL_TOSS,148,74,6,24.67,200.0,South Africa
1757,1091078,Tion Webster,ON_THE_STUMPS,GOOD_LENGTH,79,74,6,13.17,106.76,West Indies
1758,32498,Yusuf Pathan,OUTSIDE_OFFSTUMP,FULL,118,74,5,23.6,159.46,India
1759,1276719,Kashyap Prajapati,OUTSIDE_OFFSTUMP,GOOD_LENGTH,59,74,6,9.83,79.73,Oman
1760,719719,M Shahrukh Khan,OUTSIDE_OFFSTUMP,GOOD_LENGTH,85,74,6,14.17,114.86,India
1761,12454,Joe Denly,OUTSIDE_OFFSTUMP,FULL,92,74,2,46.0,124.32,England
1762,677081,Keemo Paul,OUTSIDE_OFFSTUMP,FULL,125,74,4,31.25,168.92,West Indies
1763,502714,Mitchell Santner,OUTSIDE_OFFSTUMP,FULL,122,74,7,17.43,164.86,New Zealand
1764,249866,Alex Hales,DOWN_LEG,GOOD_LENGTH,75,74,4,18.75,101.35,England
1765,276298,Andre Russell,OUTSIDE_OFFSTUMP,FULL_TOSS,190,74,5,38.0,256.76,West Indies
1766,1119026,Devdutt Padikkal,DOWN_LEG,SHORT_OF_A_GOOD_LENGTH,84,74,2,42.0,113.51,India
1767,1060380,Ruturaj Gaikwad,OUTSIDE_OFFSTUMP,SHORT,176,74,3,58.67,237.84,India
1768,629059,Yasir Ali,OUTSIDE_OFFSTUMP,FULL,104,74,6,17.33,140.54,Bangladesh
1769,42639,Shahid Afridi,OUTSIDE_OFFSTUMP,GOOD_LENGTH,106,74,5,21.2,143.24,Pakistan
1770,437927,Stephan Baard,ON_THE_STUMPS,GOOD_LENGTH,95,74,4,23.75,128.38,Namibia
1771,625964,Tim Seifert,OUTSIDE_OFFSTUMP,SHORT,143,74,6,23.83,193.24,New Zealand
1772,280734,Imrul Kayes,ON_THE_STUMPS,SHORT_OF_A_GOOD_LENGTH,84,74,4,21.0,113.51,Bangladesh
1773,422108,KL Rahul,WIDE_OUTSIDE_OFFSTUMP,GOOD_LENGTH,102,74,2,51.0,137.84,India
1774,1161044,Shamim Hossain,OUTSIDE_OFFSTUMP,FULL,105,73,3,35.0,143.84,Bangladesh
1775,331375,Hamish Rutherford,ON_THE_STUMPS,GOOD_LENGTH,97,73,4,24.25,132.88,New Zealand
1776,422108,KL Rahul,DOWN_LEG,GOOD_LENGTH,98,73,2,49.0,134.25,India
1777,833087,Mahedi Hasan,ON_THE_STUMPS,FULL,83,73,6,13.83,113.7,Bangladesh
1778,1137283,Thomas Rogers,ON_THE_STUMPS,GOOD_LENGTH,70,73,4,17.5,95.89,Australia
1779,308251,David Willey,OUTSIDE_OFFSTUMP,FULL,81,73,3,27.0,110.96,England
1780,381743,Daryl Mitchell,ON_THE_STUMPS,SHORT_OF_A_GOOD_LENGTH,85,73,1,85.0,116.44,New Zealand
1781,325026,Glenn Maxwell,OUTSIDE_OFFSTUMP,FULL_TOSS,137,73,2,68.5,187.67,Australia
1782,379890,Chad Bowes,ON_THE_STUMPS,GOOD_LENGTH,75,73,4,18.75,102.74,New Zealand
1783,595267,Matthew Breetzke,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,90,73,8,11.25,123.29,South Africa
1784,1168667,Joshua Da Silva,OUTSIDE_OFFSTUMP,GOOD_LENGTH,55,73,4,13.75,75.34,West Indies
1785,1331512,Mirza Baig,ON_THE_STUMPS,GOOD_LENGTH,69,73,6,11.5,94.52,Pakistan
1786,716733,Khushdil Shah,ON_THE_STUMPS,FULL,100,73,7,14.29,136.99,Pakistan
1787,961407,Harry Tector,ON_THE_STUMPS,SHORT_OF_A_GOOD_LENGTH,81,73,5,16.2,110.96,Ireland
1788,547749,Will Young,ON_THE_STUMPS,GOOD_LENGTH,79,73,2,39.5,108.22,New Zealand
1789,32102,Naman Ojha,OUTSIDE_OFFSTUMP,GOOD_LENGTH,52,73,5,10.4,71.23,India
1790,595978,Tristan Stubbs,OUTSIDE_OFFSTUMP,FULL,114,73,6,19.0,156.16,South Africa
1791,53115,Daren Sammy,ON_THE_STUMPS,GOOD_LENGTH,64,73,10,6.4,87.67,West Indies
1792,55870,Sean Williams,OUTSIDE_OFFSTUMP,FULL,98,73,2,49.0,134.25,Zimbabwe
1793,28235,Shikhar Dhawan,WIDE_OUTSIDE_OFFSTUMP,FULL,120,73,1,120.0,164.38,India
1794,707113,Tom Bruce,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,109,73,2,54.5,149.32,New Zealand
1795,892749,Tim David,ON_THE_STUMPS,FULL_TOSS,200,73,9,22.22,273.97,Australia
1796,625371,Hardik Pandya,OUTSIDE_OFFSTUMP,FULL_TOSS,136,73,1,136.0,186.3,India
1797,42657,Shoaib Malik,OUTSIDE_OFFSTUMP,FULL_TOSS,112,73,3,37.33,153.42,Pakistan
1798,326968,Michael Bracewell,ON_THE_STUMPS,GOOD_LENGTH,92,73,4,23.0,126.03,New Zealand
1799,7502,Luke Ronchi,ON_THE_STUMPS,FULL,103,73,4,25.75,141.1,New Zealand
1800,1161381,Mahmudul Hasan Joy,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,66,73,5,13.2,90.41,Bangladesh
1801,379143,Quinton de Kock,DOWN_LEG,FULL,96,73,6,16.0,131.51,South Africa
1802,423838,Rahul Tewatia,OUTSIDE_OFFSTUMP,FULL,130,73,5,26.0,178.08,India
1803,1093638,Imran Ali,OUTSIDE_OFFSTUMP,GOOD_LENGTH,62,73,3,20.67,84.93,Bahrain
1804,348144,Babar Azam,DOWN_LEG,GOOD_LENGTH,77,72,1,77.0,106.94,Pakistan
1805,232435,Calum MacLeod,ON_THE_STUMPS,GOOD_LENGTH,65,72,2,32.5,90.28,Scotland
1806,43265,Sohail Tanvir,OUTSIDE_OFFSTUMP,FULL,92,72,4,23.0,127.78,Pakistan
1807,8917,Moeen Ali,DOWN_LEG,GOOD_LENGTH,84,72,5,16.8,116.67,England
1808,50710,Kumar Sangakkara,ON_THE_STUMPS,GOOD_LENGTH,75,72,4,18.75,104.17,Sri Lanka
1809,34102,Rohit Sharma,ON_THE_STUMPS,FULL_TOSS,123,72,1,123.0,170.83,India
1810,477021,Vijay Shankar,ON_THE_STUMPS,FULL,110,72,4,27.5,152.78,India
1811,429754,Niroshan Dickwella,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,91,72,5,18.2,126.39,Sri Lanka
1812,1168667,Joshua Da Silva,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,62,72,1,62.0,86.11,West Indies
1813,425943,Sanju Samson,WIDE_OUTSIDE_OFFSTUMP,GOOD_LENGTH,70,72,8,8.75,97.22,India
1814,253802,Virat Kohli,WIDE_OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,108,72,1,108.0,150.0,India
1815,42657,Shoaib Malik,WIDE_OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,99,72,3,33.0,137.5,Pakistan
1816,41028,Kamran Akmal,ON_THE_STUMPS,FULL,117,72,5,23.4,162.5,Pakistan
1817,417268,Matthew Cross,ON_THE_STUMPS,GOOD_LENGTH,67,72,2,33.5,93.06,Scotland
1818,5334,Aaron Finch,WIDE_OUTSIDE_OFFSTUMP,FULL,156,72,6,26.0,216.67,Australia
1819,348034,George Dockrell,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,99,72,6,16.5,137.5,Ireland
1820,333780,Nic Maddinson,OUTSIDE_OFFSTUMP,FULL,81,72,3,27.0,112.5,Australia
1821,391832,Roston Chase,ON_THE_STUMPS,SHORT_OF_A_GOOD_LENGTH,65,72,3,21.67,90.28,West Indies
1822,670025,Shimron Hetmyer,ON_THE_STUMPS,SHORT,140,72,7,20.0,194.44,West Indies
1823,931581,Rishabh Pant,DOWN_LEG,SHORT_OF_A_GOOD_LENGTH,90,72,4,22.5,125.0,India
1824,42657,Shoaib Malik,WIDE_OUTSIDE_OFFSTUMP,GOOD_LENGTH,75,72,4,18.75,104.17,Pakistan
1825,327830,Dwaine Pretorius,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,106,72,3,35.33,147.22,South Africa
1826,1151270,Ayush Badoni,ON_THE_STUMPS,GOOD_LENGTH,88,72,4,22.0,122.22,India
1827,5236,Callum Ferguson,ON_THE_STUMPS,FULL,92,72,1,92.0,127.78,Australia
1828,211855,Liam Dawson,OUTSIDE_OFFSTUMP,GOOD_LENGTH,65,72,3,21.67,90.28,England
1829,1091078,Tion Webster,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,67,71,1,67.0,94.37,West Indies
1830,293831,Regis Chakabva,ON_THE_STUMPS,GOOD_LENGTH,73,71,7,10.43,102.82,Zimbabwe
1831,348146,Ahsan Ali,OUTSIDE_OFFSTUMP,GOOD_LENGTH,69,71,3,23.0,97.18,Pakistan
1832,1151288,Sai Sudharsan,ON_THE_STUMPS,SHORT_OF_A_GOOD_LENGTH,87,71,3,29.0,122.54,India
1833,33335,Suresh Raina,DOWN_LEG,SHORT,139,71,3,46.33,195.77,India
1834,259410,Ahmed Shehzad,OUTSIDE_OFFSTUMP,FULL,96,71,3,32.0,135.21,Pakistan
1835,28235,Shikhar Dhawan,DOWN_LEG,SHORT,130,71,4,32.5,183.1,India
1836,1200965,Saqlain Arshad,OUTSIDE_OFFSTUMP,GOOD_LENGTH,76,71,3,25.33,107.04,Qatar
1837,315586,Chadwick Walton,OUTSIDE_OFFSTUMP,SHORT,142,71,6,23.67,200.0,West Indies
1838,237095,Murali Vijay,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,67,71,4,16.75,94.37,India
1839,446507,Suryakumar Yadav,WIDE_OUTSIDE_OFFSTUMP,FULL,180,71,7,25.71,253.52,India
1840,486672,Theunis de Bruyn,OUTSIDE_OFFSTUMP,GOOD_LENGTH,75,71,5,15.0,105.63,South Africa
1841,1076382,Mackenzie Harvey,ON_THE_STUMPS,GOOD_LENGTH,70,71,2,35.0,98.59,Australia
1842,36084,Yuvraj Singh,ON_THE_STUMPS,SHORT_OF_A_GOOD_LENGTH,90,71,3,30.0,126.76,India
1843,1076377,Oliver Davies,OUTSIDE_OFFSTUMP,GOOD_LENGTH,76,71,5,15.2,107.04,Australia
1844,276298,Andre Russell,WIDE_OUTSIDE_OFFSTUMP,GOOD_LENGTH,114,71,9,12.67,160.56,West Indies
1845,253802,Virat Kohli,OUTSIDE_OFFSTUMP,FULL_TOSS,114,71,1,114.0,160.56,India
1846,308251,David Willey,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,83,71,5,16.6,116.9,England
1847,318845,Rilee Rossouw,DOWN_LEG,SHORT_OF_A_GOOD_LENGTH,90,71,4,22.5,126.76,South Africa
1848,629070,Mohammad Saifuddin,OUTSIDE_OFFSTUMP,GOOD_LENGTH,77,71,5,15.4,108.45,Bangladesh
1849,530811,Chandrapaul Hemraj,OUTSIDE_OFFSTUMP,FULL,95,71,4,23.75,133.8,West Indies
1850,480603,Iftikhar Ahmed,OUTSIDE_OFFSTUMP,SHORT,145,71,3,48.33,204.23,Pakistan
1851,43121,Shaiman Anwar,OUTSIDE_OFFSTUMP,GOOD_LENGTH,77,71,1,77.0,108.45,United Arab Emirates
1852,481875,George Linde,ON_THE_STUMPS,GOOD_LENGTH,77,71,3,25.67,108.45,South Africa
1853,230559,Kieron Pollard,ON_THE_STUMPS,YORKER,70,71,5,14.0,98.59,West Indies
1854,604302,Nicholas Pooran,DOWN_LEG,FULL,111,70,3,37.0,158.57,West Indies
1855,1205559,Mohammad Haris,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,83,70,2,41.5,118.57,Pakistan
1856,530812,Akeal Hosein,ON_THE_STUMPS,GOOD_LENGTH,106,70,3,35.33,151.43,West Indies
1857,677077,Romario Shepherd,OUTSIDE_OFFSTUMP,FULL,137,70,7,19.57,195.71,West Indies
1858,49764,Angelo Mathews,ON_THE_STUMPS,SHORT_OF_A_GOOD_LENGTH,93,70,4,23.25,132.86,Sri Lanka
1859,429754,Niroshan Dickwella,ON_THE_STUMPS,FULL,106,70,1,106.0,151.43,Sri Lanka
1860,318339,Samiullah Shinwari,ON_THE_STUMPS,GOOD_LENGTH,66,70,5,13.2,94.29,Afghanistan
1861,787073,Chris Green,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,94,70,4,23.5,134.29,Australia
1862,56194,Tamim Iqbal,DOWN_LEG,SHORT_OF_A_GOOD_LENGTH,89,70,5,17.8,127.14,Bangladesh
1863,373696,Mominul Haque,ON_THE_STUMPS,GOOD_LENGTH,65,70,3,21.67,92.86,Bangladesh
1864,326632,Joe Burns,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,57,70,4,14.25,81.43,Italy
1865,28763,Gautam Gambhir,DOWN_LEG,GOOD_LENGTH,68,70,3,22.67,97.14,India
1866,494230,Asif Ali,OUTSIDE_OFFSTUMP,SHORT,103,70,7,14.71,147.14,Pakistan
1867,604527,Nitish Rana,DOWN_LEG,GOOD_LENGTH,78,70,3,26.0,111.43,India
1868,670025,Shimron Hetmyer,OUTSIDE_OFFSTUMP,FULL_TOSS,167,70,5,33.4,238.57,West Indies
1869,530812,Akeal Hosein,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,55,70,1,55.0,78.57,West Indies
1870,53115,Daren Sammy,OUTSIDE_OFFSTUMP,FULL,101,70,4,25.25,144.29,West Indies
1871,311158,Ben Stokes,ON_THE_STUMPS,FULL,78,69,6,13.0,113.04,England
1872,25056,Assad Vala,ON_THE_STUMPS,GOOD_LENGTH,51,69,4,12.75,73.91,Papua New Guinea
1873,670013,Fabian Allen,ON_THE_STUMPS,FULL,128,69,5,25.6,185.51,West Indies
1874,422108,KL Rahul,OUTSIDE_OFFSTUMP,FULL_TOSS,152,69,4,38.0,220.29,India
1875,604302,Nicholas Pooran,DOWN_LEG,SHORT,165,69,3,55.0,239.13,West Indies
1876,669365,Phil Salt,OUTSIDE_OFFSTUMP,SHORT,156,69,5,31.2,226.09,England
1877,604302,Nicholas Pooran,DOWN_LEG,SHORT_OF_A_GOOD_LENGTH,96,69,4,24.0,139.13,West Indies
1878,1088610,Jack Edwards,ON_THE_STUMPS,GOOD_LENGTH,59,69,4,14.75,85.51,Australia
1879,328026,Isuru Udana,OUTSIDE_OFFSTUMP,GOOD_LENGTH,74,69,6,12.33,107.25,Sri Lanka
1880,834741,Caleb Jewell,OUTSIDE_OFFSTUMP,FULL,100,69,3,33.33,144.93,Australia
1881,277906,Kane Williamson,WIDE_OUTSIDE_OFFSTUMP,FULL,123,69,5,24.6,178.26,New Zealand
1882,1161038,Alishan Sharafu,ON_THE_STUMPS,GOOD_LENGTH,82,69,4,20.5,118.84,United Arab Emirates
1883,5334,Aaron Finch,DOWN_LEG,FULL,93,69,1,93.0,134.78,Australia
1884,500267,Seb Gotch,ON_THE_STUMPS,GOOD_LENGTH,74,69,3,24.67,107.25,Australia
1885,787073,Chris Green,ON_THE_STUMPS,FULL,105,69,5,21.0,152.17,Australia
1886,629059,Yasir Ali,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,94,69,3,31.33,136.23,Bangladesh
1887,211855,Liam Dawson,ON_THE_STUMPS,GOOD_LENGTH,59,69,7,8.43,85.51,England
1888,605680,Janneman Malan,ON_THE_STUMPS,GOOD_LENGTH,51,69,6,8.5,73.91,South Africa
1889,772361,Sam Harper,OUTSIDE_OFFSTUMP,FULL,80,69,4,20.0,115.94,Australia
