,player_id,batsman,shot,runs_scored,balls_faced,dismissals,batting_average,batting_strike_rate
2186,1088610,Jack Edwards,FLICK,121,110,4,30.25,110.0
2187,1076377,Oliver Davies,ON_DRIVE,121,63,4,30.25,192.06
2188,772293,Michael Pepper,CUT_SHOT_ON_BACK_FOOT,121,77,2,60.5,157.14
2189,24605,Kevin O'Brien,ON_DRIVE,121,92,8,15.12,131.52
2190,512191,Fakhar Zaman,SQUARE_DRIVE,121,60,3,40.33,201.67
2191,833087,Mahedi Hasan,FLICK,120,125,3,40.0,96.0
2192,532856,Manan Vohra,FLICK,120,104,6,20.0,115.38
2193,52983,Marlon Samuels,CUT_SHOT,120,97,3,40.0,123.71
2194,211032,Karl Brown,PULL_HOOK_ON_BACK_FOOT,120,60,4,30.0,200.0
2195,525992,Adam Hose,COVER_DRIVE,120,99,5,24.0,121.21
2196,495964,Ryan Burl,SLOG_SHOT,120,61,7,17.14,196.72
2197,605661,Ryan Rickelton,ON_DRIVE,120,71,2,60.0,169.01
2198,1088608,Max Bryant,CUT_SHOT,120,107,4,30.0,112.15
2199,1060380,Ruturaj Gaikwad,PUSH,120,217,4,30.0,55.3
2200,477021,Vijay Shankar,SLOG_SHOT,120,49,6,20.0,244.9
2201,10656,Michael Carberry,CUT_SHOT_ON_BACK_FOOT,120,74,3,40.0,162.16
2202,300617,Rony Talukdar,FLICK,120,115,1,120.0,104.35
2203,56029,Mushfiqur Rahim,SLOG_SWEEP,120,35,5,24.0,342.86
2204,56029,Mushfiqur Rahim,SLOG_SHOT,120,51,8,15.0,235.29
2205,512627,Harry Finch,VERTICAL_FORWARD_ATTACK,120,98,3,40.0,122.45
2206,51880,Chris Gayle,SQUARE_DRIVE,120,65,3,40.0,184.62
2207,297628,Sam Billings,CUT_SHOT,119,106,6,19.83,112.26
2208,1260388,Toby Albert,VERTICAL_FORWARD_ATTACK,119,104,5,23.8,114.42
2209,30045,Dinesh Karthik,SLOG_SWEEP,119,39,4,29.75,305.13
2210,921509,Ibrahim Zadran,PULL,119,58,5,23.8,205.17
2211,533870,Nick Larkin,PULL,119,63,3,39.67,188.89
2212,308338,Greg Smith,VERTICAL_FORWARD_ATTACK,119,105,7,17.0,113.33
2213,362201,Lewis Gregory,CUT_SHOT,119,86,2,59.5,138.37
2214,4823,Steven Crook,PULL_HOOK_ON_BACK_FOOT,119,59,3,39.67,201.69
2215,959767,Rachin Ravindra,PULL,119,51,3,39.67,233.33
2216,230193,Matthew Wade,SQUARE_DRIVE,119,75,4,29.75,158.67
2217,460079,Miles Hammond,CUT_SHOT_ON_BACK_FOOT,119,76,3,39.67,156.58
2218,41434,Mohammad Hafeez,STRAIGHT_DRIVE,119,40,1,119.0,297.5
2219,277906,Kane Williamson,SWEEP_SHOT,119,61,3,39.67,195.08
2220,6161,Michael Klinger,FLICK,119,118,4,29.75,100.85
2221,298438,Jason Roy,SLOG_SWEEP,119,54,10,11.9,220.37
2222,381329,Beau Webster,SLOG_SHOT,119,46,8,14.88,258.7
2223,670025,Shimron Hetmyer,SLOG_SWEEP,119,65,13,9.15,183.08
2224,959759,Finn Allen,COVER_DRIVE,119,95,5,23.8,125.26
2225,1076713,Cameron Green,SLOG_SHOT,119,60,9,13.22,198.33
2226,823509,Glenn Phillips,CUT_SHOT_ON_BACK_FOOT,119,64,1,119.0,185.94
2227,388678,Ben Dunk,CUT_SHOT,118,105,6,19.67,112.38
2228,570241,Mattie McKiernan,VERTICAL_FORWARD_ATTACK,118,74,3,39.33,159.46
2229,787987,Marnus Labuschagne,FLICK,118,98,1,118.0,120.41
2230,446507,Suryakumar Yadav,STRAIGHT_DRIVE,118,56,4,29.5,210.71
2231,502714,Mitchell Santner,FLICK,118,96,4,29.5,122.92
2232,643197,Max O'Dowd,FLICK,118,111,3,39.33,106.31
2233,1151270,Ayush Badoni,PULL,118,61,1,118.0,193.44
2234,1151270,Ayush Badoni,FLICK,118,97,2,59.0,121.65
2235,581379,Shai Hope,CUT_SHOT,118,121,8,14.75,97.52
2236,290716,Kedar Jadhav,COVER_DRIVE,118,73,6,19.67,161.64
2237,1070665,Dewald Brevis,COVER_DRIVE,118,84,6,19.67,140.48
2238,37696,Hamish Marshall,PULL_HOOK_ON_BACK_FOOT,118,68,1,118.0,173.53
2239,446763,Rahul Tripathi,STEERED,118,113,4,29.5,104.42
2240,408413,Rob Keogh,PULL_HOOK_ON_BACK_FOOT,118,62,1,118.0,190.32
2241,277472,Darren Bravo,CUT_SHOT,118,135,8,14.75,87.41
2242,47850,Roelof van der Merwe,CUT_SHOT_ON_BACK_FOOT,118,64,4,29.5,184.38
2243,1149157,Chris Benjamin,SWEEP,118,55,6,19.67,214.55
2244,628240,Hussain Talat,CUT_SHOT,118,115,5,23.6,102.61
2245,32242,Parthiv Patel,SLOG_SHOT,118,58,8,14.75,203.45
2246,748793,Joe Weatherley,CUT_SHOT_ON_BACK_FOOT,117,99,2,58.5,118.18
2247,398778,Rory Burns,PULL_HOOK_ON_BACK_FOOT,117,75,7,16.71,156.0
2248,793457,Hazratullah Zazai,COVER_DRIVE,117,70,2,58.5,167.14
2249,457280,Adam Rossington,PULL,117,54,5,23.4,216.67
2250,462727,Tom Abell,LEG_GLANCE,117,80,2,58.5,146.25
2251,462727,Tom Abell,PULL,117,54,1,117.0,216.67
2252,459761,Ben Raine,SWEEP,117,53,4,29.25,220.75
2253,663613,Saif Zaib,PULL_HOOK_ON_BACK_FOOT,117,64,5,23.4,182.81
2254,1168049,Jake Fraser-McGurk,PULL,117,64,2,58.5,182.81
2255,45705,Colin Ingram,PUSH_SHOT,117,170,3,39.0,68.82
2256,784373,Kamindu Mendis,ON_DRIVE,117,79,2,58.5,148.1
2257,328026,Isuru Udana,PULL,117,53,5,23.4,220.75
2258,737833,Kiran Carlson,CUT_SHOT_ON_BACK_FOOT,117,90,5,23.4,130.0
2259,322810,Cameron Delport,COVER_DRIVE,117,78,2,58.5,150.0
2260,662973,Sam Curran,CUT_SHOT_ON_BACK_FOOT,117,83,3,39.0,140.96
2261,333780,Nic Maddinson,FLICK,117,131,5,23.4,89.31
2262,429754,Niroshan Dickwella,PULL,117,70,7,16.71,167.14
2263,279810,Wriddhiman Saha,SLOG_SHOT,116,73,14,8.29,158.9
2264,707113,Tom Bruce,FLICK,116,109,2,58.0,106.42
2265,719719,M Shahrukh Khan,ON_DRIVE,116,72,3,38.67,161.11
2266,505110,Kurtis Patterson,FLICK,116,125,3,38.67,92.8
2267,326637,Chris Lynn,SQUARE_DRIVE,116,73,2,58.0,158.9
2268,10656,Michael Carberry,PULL_HOOK_ON_BACK_FOOT,116,62,7,16.57,187.1
2269,823703,Rajat Patidar,SLOG_SHOT,116,55,9,12.89,210.91
2270,303423,Andy Balbirnie,SQUARE_DRIVE,116,82,4,29.0,141.46
2271,470633,Tom Kohler-Cadmore,SLOG_SHOT,116,55,11,10.55,210.91
2272,345821,Danushka Gunathilaka,CUT_SHOT,116,91,4,29.0,127.47
2273,24605,Kevin O'Brien,COVER_DRIVE,116,79,4,29.0,146.84
2274,457280,Adam Rossington,LEG_GLANCE,116,69,7,16.57,168.12
2275,823509,Glenn Phillips,SQUARE_DRIVE,116,93,1,116.0,124.73
2276,380354,Anamul Haque,ON_DRIVE,116,106,9,12.89,109.43
2277,233901,Shan Masood,LEG_GLANCE,116,72,3,38.67,161.11
2278,819429,Azmatullah Omarzai,COVER_DRIVE,116,95,8,14.5,122.11
2279,974087,Rahmanullah Gurbaz,SWEEP_SHOT,116,45,5,23.2,257.78
2280,1070183,Abhishek Sharma,CUT_SHOT,116,79,2,58.0,146.84
2281,438563,Mark Chapman,CUT_SHOT,116,85,4,29.0,136.47
2282,648439,Aadil Ali,VERTICAL_FORWARD_ATTACK,116,109,6,19.33,106.42
2283,318339,Samiullah Shinwari,ON_DRIVE,115,83,3,38.33,138.55
2284,326632,Joe Burns,FLICK,115,110,2,57.5,104.55
2285,236489,Dawid Malan,SWEEP,115,44,5,23.0,261.36
2286,1205559,Mohammad Haris,ON_DRIVE,115,77,5,23.0,149.35
2287,219889,David Warner,PUSH,115,240,4,28.75,47.92
2288,297498,Ian Cockbain,PUSH_SHOT,115,203,1,115.0,56.65
2289,308251,David Willey,ON_DRIVE,115,93,6,19.17,123.66
2290,230555,Shamarh Brooks,PULL,115,58,4,28.75,198.28
2291,277662,Corey Anderson,PULL,115,73,6,19.17,157.53
2292,325026,Glenn Maxwell,SWEEP_SHOT,115,47,1,115.0,244.68
2293,1029993,Scott Steel,CUT_SHOT_ON_BACK_FOOT,115,81,3,38.33,141.98
2294,333624,Alex Ross,SLOG_SHOT,115,55,8,14.38,209.09
2295,50747,Upul Tharanga,FLICK,115,105,3,38.33,109.52
2296,19264,Liam Plunkett,VERTICAL_FORWARD_ATTACK,114,72,3,38.0,158.33
2297,1072470,Shaheen Shah Afridi,SLOG_SHOT,114,65,7,16.29,175.38
2298,46270,Johann Myburgh,CUT_SHOT_ON_BACK_FOOT,114,76,6,19.0,150.0
2299,670025,Shimron Hetmyer,PUSH,114,206,7,16.29,55.34
2300,21229,Will Smith,VERTICAL_FORWARD_ATTACK,114,109,8,14.25,104.59
2301,25490,Richie Berrington,ON_DRIVE,114,74,3,38.0,154.05
2302,333780,Nic Maddinson,VERTICAL_FORWARD_ATTACK,114,82,4,28.5,139.02
2303,1070665,Dewald Brevis,FLICK,114,114,2,57.0,100.0
2304,1098186,Grant Stewart,VERTICAL_FORWARD_ATTACK,114,91,10,11.4,125.27
2305,248920,Devon Thomas,ON_DRIVE,114,95,6,19.0,120.0
2306,15338,Paul Horton,VERTICAL_FORWARD_ATTACK,114,83,5,22.8,137.35
2307,533870,Nick Larkin,ON_DRIVE,114,104,6,19.0,109.62
2308,43265,Sohail Tanvir,ON_DRIVE,114,92,5,22.8,123.91
2309,51862,Andre Fletcher,SQUARE_DRIVE,114,69,2,57.0,165.22
2310,1081730,Matthew Gilkes,ON_DRIVE,114,75,5,22.8,152.0
2311,776695,Matt Critchley,LEG_GLANCE,114,86,7,16.29,132.56
2312,1112537,Jordan Cox,CUT_SHOT,114,93,3,38.0,122.58
2313,720471,Ishan Kishan,SWEEP_SHOT,114,52,4,28.5,219.23
2314,303669,Joe Root,PULL_HOOK_ON_BACK_FOOT,114,60,2,57.0,190.0
2315,784369,Avishka Fernando,CUT_SHOT,114,101,3,38.0,112.87
2316,50710,Kumar Sangakkara,PULL_HOOK_ON_BACK_FOOT,114,59,4,28.5,193.22
2317,670035,Brandon King,SLOG_SWEEP,114,42,5,22.8,271.43
2318,325012,Marcus Stoinis,SQUARE_DRIVE,114,81,3,38.0,140.74
2319,44932,Jean-Paul Duminy,SLOG_SHOT,113,51,7,16.14,221.57
2320,748793,Joe Weatherley,LEG_GLANCE,113,79,2,56.5,143.04
2321,18632,Samit Patel,PULL,113,70,4,28.25,161.43
2322,550235,Tom Curran,FLICK,113,85,3,37.67,132.94
2323,342619,Bhanuka Rajapaksa,CUT_SHOT,113,107,2,56.5,105.61
2324,237095,Murali Vijay,PULL,113,39,4,28.25,289.74
2325,911707,Harry Brook,LEG_GLANCE,113,72,1,113.0,156.94
2326,28235,Shikhar Dhawan,DEFENDED,113,433,13,8.69,26.1
2327,9062,Ian Bell,LEG_GLANCE,113,69,1,113.0,163.77
2328,1124290,Nathan McSweeney,FLICK,113,100,1,113.0,113.0
2329,259410,Ahmed Shehzad,COVER_DRIVE,113,118,2,56.5,95.76
2330,419873,Mohammad Shahzad,PULL,113,52,3,37.67,217.31
2331,581379,Shai Hope,SLOG_SWEEP,113,38,5,22.6,297.37
2332,321777,David Miller,SQUARE_DRIVE,113,73,1,113.0,154.79
2333,793467,Karim Janat,PULL,113,51,7,16.14,221.57
2334,296597,James Vince,STEERED,113,84,2,56.5,134.52
2335,303427,Paul Stirling,SLOG_SHOT,113,64,9,12.56,176.56
2336,670013,Fabian Allen,FLICK,113,94,3,37.67,120.21
2337,595267,Matthew Breetzke,COVER_DRIVE,113,64,2,56.5,176.56
2338,776695,Matt Critchley,PUSH_SHOT,113,173,4,28.25,65.32
2339,834741,Caleb Jewell,FLICK,113,114,4,28.25,99.12
2340,772361,Sam Harper,SLOG_SHOT,113,55,11,10.27,205.45
2341,784367,Charith Asalanka,SLOG_SHOT,113,60,16,7.06,188.33
2342,572199,Ryan Higgins,CUT_SHOT_ON_BACK_FOOT,112,101,4,28.0,110.89
2343,877051,Tom Banton,COVER_DRIVE,112,86,5,22.4,130.23
2344,5236,Callum Ferguson,SLOG_SHOT,112,47,7,16.0,238.3
2345,51880,Chris Gayle,SWEEP_SHOT,112,58,2,56.0,193.1
2346,362201,Lewis Gregory,CUT_SHOT_ON_BACK_FOOT,112,83,5,22.4,134.94
2347,629059,Yasir Ali,COVER_DRIVE,112,85,4,28.0,131.76
2348,1150021,Matthew Revis,VERTICAL_FORWARD_ATTACK,112,81,4,28.0,138.27
2349,233901,Shan Masood,PULL_HOOK_ON_BACK_FOOT,112,66,7,16.0,169.7
2350,628240,Hussain Talat,PULL,112,69,4,28.0,162.32
2351,55787,Vusi Sibanda,ON_DRIVE,112,73,2,56.0,153.42
2352,462727,Tom Abell,PUSH_SHOT,112,153,1,112.0,73.2
2353,457280,Adam Rossington,ON_DRIVE,112,64,5,22.4,175.0
2354,787073,Chris Green,SLOG_SHOT,112,65,13,8.62,172.31
2355,1255248,Jordan Hermann,COVER_DRIVE,112,80,3,37.33,140.0
2356,550235,Tom Curran,CUT_SHOT,112,74,1,112.0,151.35
2357,423838,Rahul Tewatia,ON_DRIVE,112,88,4,28.0,127.27
2358,211855,Liam Dawson,PUSH_SHOT,112,150,2,56.0,74.67
2359,45955,Heino Kuhn,LEG_GLANCE,111,85,3,37.0,130.59
2360,505120,Ashton Agar,PULL,111,75,11,10.09,148.0
2361,820691,Odean Smith,COVER_DRIVE,111,70,3,37.0,158.57
2362,1076713,Cameron Green,PULL,111,58,4,27.75,191.38
2363,600498,Aiden Markram,STRAIGHT_DRIVE,111,45,1,111.0,246.67
2364,211748,Benny Howell,COVER_DRIVE,111,57,2,55.5,194.74
2365,348056,Kyle Mayers,STRAIGHT_DRIVE,111,36,1,111.0,308.33
2366,234675,Ravindra Jadeja,STRAIGHT_DRIVE,111,37,2,55.5,300.0
2367,571911,Joe Clarke,SWEEP,111,56,8,13.88,198.21
2368,315586,Chadwick Walton,SLOG_SHOT,111,59,10,11.1,188.14
2369,270484,James Faulkner,PULL,111,59,2,55.5,188.14
2370,297602,Jack Taylor,LEG_GLANCE,111,64,1,111.0,173.44
2371,669365,Phil Salt,CUT_SHOT_ON_BACK_FOOT,111,85,8,13.88,130.59
2372,439952,Chris Morris,COVER_DRIVE,111,76,2,55.5,146.05
2373,49764,Angelo Mathews,SLOG_SHOT,111,57,14,7.93,194.74
2374,629063,Mehidy Hasan Miraz,CUT_SHOT,111,74,3,37.0,150.0
2375,641387,Max Holden,LEG_GLANCE,111,78,1,111.0,142.31
2376,230559,Kieron Pollard,CUT_SHOT,111,105,5,22.2,105.71
2377,230549,Jason Mohammed,CUT_SHOT,111,84,2,55.5,132.14
2378,529045,Jake Libby,LEG_GLANCE,111,78,1,111.0,142.31
2379,477021,Vijay Shankar,COVER_DRIVE,111,92,2,55.5,120.65
2380,21440,John Simpson,PUSH_SHOT,111,169,3,37.0,65.68
2381,49764,Angelo Mathews,COVER_DRIVE,110,90,3,36.67,122.22
2382,446507,Suryakumar Yadav,SLOG_SWEEP,110,34,3,36.67,323.53
2383,379890,Chad Bowes,PULL,110,62,8,13.75,177.42
2384,681117,Faheem Ashraf,CUT_SHOT,110,84,2,55.0,130.95
2385,12877,James Foster,VERTICAL_FORWARD_ATTACK,110,80,5,22.0,137.5
2386,893955,Ollie Robinson,PULL_HOOK_ON_BACK_FOOT,110,62,6,18.33,177.42
2387,1099224,Will Smeed,SWEEP,110,39,3,36.67,282.05
2388,530811,Chandrapaul Hemraj,FLICK,110,116,7,15.71,94.83
2389,50710,Kumar Sangakkara,FLICK,110,85,1,110.0,129.41
2390,596062,Matthew Montgomery,VERTICAL_FORWARD_ATTACK,110,89,6,18.33,123.6
2391,379143,Quinton de Kock,STEERED,110,102,2,55.0,107.84
2392,348144,Babar Azam,PULL_HOOK_ON_BACK_FOOT,110,64,3,36.67,171.88
2393,47850,Roelof van der Merwe,PULL_HOOK_ON_BACK_FOOT,110,65,3,36.67,169.23
2394,1241277,Muhammad Waseem,CUT_SHOT,110,78,2,55.0,141.03
2395,279810,Wriddhiman Saha,STEERED,110,112,4,27.5,98.21
2396,361700,David Lloyd,SWEEP,110,54,8,13.75,203.7
2397,19296,Kevin Pietersen,PULL,110,38,4,27.5,289.47
2398,229954,Mark Stoneman,CUT_SHOT_ON_BACK_FOOT,110,86,4,27.5,127.91
2399,7502,Luke Ronchi,PULL_HOOK_ON_BACK_FOOT,110,46,4,27.5,239.13
2400,256956,Laurie Evans,STRAIGHT_DRIVE,110,47,3,36.67,234.04
2401,4451,George Bailey,PULL_HOOK_ON_BACK_FOOT,109,64,3,36.33,170.31
2402,669855,Jofra Archer,VERTICAL_FORWARD_ATTACK,109,76,5,21.8,143.42
2403,853265,Mahipal Lomror,ON_DRIVE,109,74,6,18.17,147.3
2404,417514,Ben Cox,PUSH_SHOT,109,149,2,54.5,73.15
2405,10772,Paul Collingwood,PULL_HOOK_ON_BACK_FOOT,109,55,4,27.25,198.18
2406,779929,Nick Hobson,PULL,109,54,5,21.8,201.85
2407,348144,Babar Azam,CUT_SHOT_ON_BACK_FOOT,109,55,1,109.0,198.18
2408,47850,Roelof van der Merwe,LEG_GLANCE,109,51,2,54.5,213.73
2409,23506,Alex Wakely,LEG_GLANCE,109,81,4,27.25,134.57
2410,1241277,Muhammad Waseem,SLOG_SWEEP,109,36,4,27.25,302.78
2411,423838,Rahul Tewatia,SLOG_SHOT,109,59,11,9.91,184.75
2412,437669,Jordan Silk,SLOG_SHOT,109,62,6,18.17,175.81
2413,226492,Martin Guptill,SQUARE_DRIVE,109,79,3,36.33,137.97
2414,297635,James Taylor,VERTICAL_FORWARD_ATTACK,109,105,3,36.33,103.81
2415,470633,Tom Kohler-Cadmore,FLICK,109,106,3,36.33,102.83
2416,605661,Ryan Rickelton,COVER_DRIVE,109,78,2,54.5,139.74
2417,21577,Peter Trego,CUT_SHOT_ON_BACK_FOOT,109,88,3,36.33,123.86
2418,1099379,Gareth Delany,VERTICAL_FORWARD_ATTACK,109,63,3,36.33,173.02
2419,625371,Hardik Pandya,SQUARE_DRIVE,108,69,2,54.0,156.52
2420,921509,Ibrahim Zadran,CUT_SHOT,108,83,2,54.0,130.12
2421,51862,Andre Fletcher,PUSH,108,213,2,54.0,50.7
2422,36581,Neil Broom,VERTICAL_FORWARD_ATTACK,108,90,3,36.0,120.0
2423,885181,Dan Douthwaite,PULL_HOOK_ON_BACK_FOOT,108,46,4,27.0,234.78
2424,922943,Shadab Khan,SLOG_SWEEP,108,48,9,12.0,225.0
2425,24598,Eoin Morgan,REVERSE_SWEEP,108,75,6,18.0,144.0
2426,1175485,Abdul Samad,PULL,108,47,3,36.0,229.79
2427,38373,Jesse Ryder,PULL_HOOK_ON_BACK_FOOT,108,35,2,54.0,308.57
2428,331375,Hamish Rutherford,LEG_GLANCE,108,66,5,21.6,163.64
2429,327830,Dwaine Pretorius,ON_DRIVE,108,75,8,13.5,144.0
2430,386774,Chris Cooke,LEG_GLANCE,108,75,4,27.0,144.0
2431,300073,Ned Eckersley,PULL_HOOK_ON_BACK_FOOT,108,63,8,13.5,171.43
2432,211748,Benny Howell,ON_DRIVE,108,71,1,108.0,152.11
2433,595739,Leus du Plooy,LEG_GLANCE,108,62,4,27.0,174.19
2434,219885,Tom Cooper,COVER_DRIVE,108,107,9,12.0,100.93
2435,331375,Hamish Rutherford,PULL_HOOK_ON_BACK_FOOT,108,53,6,18.0,203.77
2436,53118,Dwayne Smith,SWEEP_SHOT,107,66,6,17.83,162.12
2437,1124282,Josh Philippe,SWEEP_SHOT,107,61,2,53.5,175.41
2438,272450,Mitchell Marsh,STRAIGHT_DRIVE,107,51,9,11.89,209.8
2439,1161024,Prabhsimran Singh,PULL,107,41,4,26.75,260.98
2440,1137283,Thomas Rogers,PULL,107,54,4,26.75,198.15
2441,429754,Niroshan Dickwella,CUT_SHOT,107,82,3,35.67,130.49
2442,26421,Ravichandran Ashwin,PULL,107,53,8,13.38,201.89
2443,459508,Andrew Tye,VERTICAL_FORWARD_ATTACK,107,76,3,35.67,140.79
2444,444970,Jimmy Peirson,SLOG_SHOT,107,48,11,9.73,222.92
2445,532856,Manan Vohra,ON_DRIVE,107,74,5,21.4,144.59
2446,439952,Chris Morris,FLICK,107,70,2,53.5,152.86
2447,1137262,Azam Khan,SLOG_SWEEP,107,42,6,17.83,254.76
2448,550133,Mosaddek Hossain,CUT_SHOT,107,77,4,26.75,138.96
2449,362201,Lewis Gregory,LEG_GLANCE,107,75,10,10.7,142.67
2450,901657,Harrison Ward,PULL_HOOK_ON_BACK_FOOT,107,48,5,21.4,222.92
2451,897549,Will Jacks,SWEEP,107,41,6,17.83,260.98
2452,1110475,Jack Haynes,PULL_HOOK_ON_BACK_FOOT,107,48,8,13.38,222.92
2453,30045,Dinesh Karthik,SQUARE_DRIVE,107,78,4,26.75,137.18
2454,44936,AB de Villiers,SQUARE_DRIVE,107,70,3,35.67,152.86
2455,990081,Mohammad Naim,SLOG_SHOT,106,60,8,13.25,176.67
2456,554691,Axar Patel,STRAIGHT_DRIVE,106,36,3,35.33,294.44
2457,43265,Sohail Tanvir,PULL,106,65,5,21.2,163.08
2458,232435,Calum MacLeod,CUT_SHOT_ON_BACK_FOOT,106,78,1,106.0,135.9
2459,935995,Afif Hossain,SLOG_SHOT,106,66,14,7.57,160.61
2460,230371,Ben Cutting,STRAIGHT_DRIVE,106,34,1,106.0,311.76
2461,398438,Mayank Agarwal,SQUARE_DRIVE,106,55,1,106.0,192.73
2462,45705,Colin Ingram,SWEEP_SHOT,106,62,4,26.5,170.97
2463,303669,Joe Root,COVER_DRIVE,106,83,2,53.0,127.71
2464,253802,Virat Kohli,SLOG_SWEEP,106,39,4,26.5,271.79
2465,227760,Sarfaraz Ahmed,SLOG_SHOT,106,50,11,9.64,212.0
2466,290630,Manish Pandey,SQUARE_DRIVE,106,75,1,106.0,141.33
2467,489889,Pat Cummins,ON_DRIVE,106,61,8,13.25,173.77
2468,318845,Rilee Rossouw,PUSH,106,165,4,26.5,64.24
2469,4864,Dan Christian,SWEEP,106,43,2,53.0,246.51
2470,434813,Marcus Harris,PULL,106,54,7,15.14,196.3
2471,25913,Mohammad Nabi,PULL_HOOK_ON_BACK_FOOT,106,53,7,15.14,200.0
2472,1151288,Sai Sudharsan,CUT_SHOT,106,93,2,53.0,113.98
2473,816627,Macalister Wright,FLICK,106,76,2,53.0,139.47
2474,698189,Wiaan Mulder,ON_DRIVE,105,82,4,26.25,128.05
2475,43590,Wahab Riaz,ON_DRIVE,105,60,7,15.0,175.0
2476,495964,Ryan Burl,COVER_DRIVE,105,84,4,26.25,125.0
2477,34102,Rohit Sharma,DEFENDED,105,609,24,4.38,17.24
2478,18632,Samit Patel,COVER_DRIVE,105,88,4,26.25,119.32
2479,380354,Anamul Haque,CUT_SHOT,105,83,5,21.0,126.51
2480,1168651,Haider Ali,COVER_DRIVE,105,75,6,17.5,140.0
2481,436677,Soumya Sarkar,STEERED,105,117,3,35.0,89.74
2482,37737,Brendon McCullum,SWEEP_SHOT,105,61,5,21.0,172.13
2483,1161381,Mahmudul Hasan Joy,ON_DRIVE,105,79,3,35.0,132.91
2484,11995,Wes Durston,PULL_HOOK_ON_BACK_FOOT,105,43,2,52.5,244.19
2485,290716,Kedar Jadhav,SLOG_SHOT,105,38,4,26.25,276.32
2486,833087,Mahedi Hasan,ON_DRIVE,105,88,6,17.5,119.32
2487,55608,Hamilton Masakadza,FLICK,105,100,2,52.5,105.0
2488,381743,Daryl Mitchell,COVER_DRIVE,105,82,2,52.5,128.05
2489,555850,Sam Hain,COVER_DRIVE,105,60,5,21.0,175.0
2490,990023,Tanzid Hasan,ON_DRIVE,105,51,1,105.0,205.88
2491,51880,Chris Gayle,LEG_GLANCE,105,70,3,35.0,150.0
2492,18632,Samit Patel,ON_DRIVE,105,88,7,15.0,119.32
2493,410316,Alex Hughes,CUT_SHOT_ON_BACK_FOOT,105,88,3,35.0,119.32
2494,408413,Rob Keogh,LEG_GLANCE,105,86,1,105.0,122.09
2495,1079434,Riyan Parag,SLOG_SHOT,105,62,11,9.55,169.35
2496,629058,Najmul Hossain Shanto,SLOG_SHOT,105,66,13,8.08,159.09
2497,252833,Chesney Hughes,PULL_HOOK_ON_BACK_FOOT,105,41,2,52.5,256.1
2498,297628,Sam Billings,SWEEP_SHOT,105,67,7,15.0,156.72
2499,35565,Manoj Tiwary,ON_DRIVE,105,56,3,35.0,187.5
2500,56194,Tamim Iqbal,LEG_GLANCE,104,65,2,52.0,160.0
2501,623695,Chamika Karunaratne,ON_DRIVE,104,64,4,26.0,162.5
2502,824541,Jaker Ali,ON_DRIVE,104,79,5,20.8,131.65
2503,625371,Hardik Pandya,STEERED,104,89,3,34.67,116.85
2504,230549,Jason Mohammed,FLICK,104,129,3,34.67,80.62
2505,1161038,Alishan Sharafu,CUT_SHOT,104,71,1,104.0,146.48
2506,974087,Rahmanullah Gurbaz,SLOG_SWEEP,104,35,2,52.0,297.14
2507,230371,Ben Cutting,CUT_SHOT,104,97,5,20.8,107.22
2508,51880,Chris Gayle,PULL_HOOK_ON_BACK_FOOT,104,35,1,104.0,297.14
2509,323389,Mohammad Rizwan,LEG_GLANCE,104,68,1,104.0,152.94
2510,562281,Aneurin Donald,LEG_GLANCE,104,86,9,11.56,120.93
2511,226492,Martin Guptill,PUSH,104,201,4,26.0,51.74
2512,388802,Tom Latham,FLICK,104,96,3,34.67,108.33
2513,211748,Benny Howell,CUT_SHOT_ON_BACK_FOOT,104,80,4,26.0,130.0
2514,230559,Kieron Pollard,PUSH,104,200,6,17.33,52.0
2515,776695,Matt Critchley,CUT_SHOT_ON_BACK_FOOT,104,85,6,17.33,122.35
2516,219885,Tom Cooper,SLOG_SHOT,104,57,8,13.0,182.46
2517,698189,Wiaan Mulder,PULL,104,51,1,104.0,203.92
2518,719719,M Shahrukh Khan,PULL,104,42,3,34.67,247.62
2519,47015,Jacques Rudolph,REVERSE_SWEEP,104,44,1,104.0,236.36
2520,959767,Rachin Ravindra,FLICK,104,65,7,14.86,160.0
2521,959767,Rachin Ravindra,ON_DRIVE,104,71,6,17.33,146.48
2522,748793,Joe Weatherley,PUSH_SHOT,104,136,4,26.0,76.47
2523,34102,Rohit Sharma,SLOG_SWEEP,104,39,4,26.0,266.67
2524,462727,Tom Abell,COVER_DRIVE,104,74,2,52.0,140.54
2525,671805,George Munsey,REVERSE_SWEEP,103,56,4,25.75,183.93
2526,629059,Yasir Ali,PULL,103,50,7,14.71,206.0
2527,55608,Hamilton Masakadza,PULL,103,49,2,51.5,210.2
2528,1070168,Prithvi Shaw,SLOG_SHOT,103,59,15,6.87,174.58
2529,959827,Jason Sangha,FLICK,103,81,3,34.33,127.16
2530,559062,Nick Kelly,COVER_DRIVE,103,70,1,103.0,147.14
2531,571151,James Weighell,VERTICAL_FORWARD_ATTACK,103,75,12,8.58,137.33
2532,505120,Ashton Agar,COVER_DRIVE,103,96,3,34.33,107.29
2533,595267,Matthew Breetzke,PULL,103,48,5,20.6,214.58
2534,317273,Umar Akmal,FLICK,103,86,6,17.17,119.77
2535,512907,Tom Helm,VERTICAL_FORWARD_ATTACK,103,93,10,10.3,110.75
2536,760015,Ed Pollock,LEG_GLANCE,103,72,6,17.17,143.06
